X,Y,OBJECTID,NAME,ALIAS1,ALIAS2,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,JURISDICTION,RESTROOMS,Lat,Lon,Notes,ObjectID_1,GlobalID,CreationDate,Creator,EditDate,Editor,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN
-78.612297248734663,35.743090771552069,88,Sanderford Road Park,,,"2623 Sanderford Rd, Raleigh, NC","2623 Sanderford Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SanderfordRoad.html,919-831-1898,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,City of Raleigh,No,35.7430837,-78.61229465,,,138ea80b-3cdb-4cb0-87de-1c1d68be1042,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,
-78.660981788985623,35.856308443805197,89,Shelley Lake Park,,,"1400 W Millbrook Rd, Raleigh, NC","1400 W Millbrook Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/ShelleyLake.html,919-420-2329,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,City of Raleigh,Yes,35.85630135,-78.66097917,,,84f00690-5dc4-4d04-976e-a19ac1d5ab87,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.607828078787378,35.755119514072241,90,Southgate Park,Sgt. Courtney T. Johnson Community Center,,"1801 Proctor Rd, Raleigh, NC","1801 Proctor Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SgtCourtneyTJohnsonCommunityCenter.html,919-831-6719,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,City of Raleigh,No,35.75511244,-78.60782548,,,43e1df40-48bc-4340-ba0d-8fb7c2b67f25,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,
-78.686082733554528,35.778308467079967,91,Spring Park,,,"1422 Collegeview Ave, Raleigh, NC","1422 Collegeview Ave, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SpringPark.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,City of Raleigh,No,35.77830139,-78.68608011,,,490d92c8-24dc-4ccb-aafd-bb318345bf6e,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.568835122034614,35.858885007969938,92,Spring Forest Road Park,,,"4203 Spring Forest Rd, Raleigh, NC","4203 Spring Forest Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SpringForestRoadPark.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,City of Raleigh,No,35.85887791,-78.56883253,,,f1dcc4f2-7c40-4449-a6c6-3730f1f7bd14,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.71474177856139,35.910077473450833,93,Strickland Road Neighborhood Park,,,"12804 Strickland Rd, Raleigh, NC","12804 Strickland Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundStricklandRoad.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,City of Raleigh,No,35.91007037,-78.71473914,,,9e0497cd-5539-464c-b459-5ba41851667f,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.622864094728911,35.781210949852571,94,Tarboro Road Park,Saint Monica Teen Center,,"121 N Tarboro St, Raleigh, NC","121 N Tarboro St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/TarboroRdMainPage.html,919-831-6505,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,City of Raleigh,No,35.78120387,-78.62286149,,,27ac710d-6146-4ae0-b491-ac0fee3f3ebb,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:50:23.618Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,
-78.634268047702577,35.785323410220279,95,Tucker House,,,"418 N Person St, Raleigh, NC","418 N Person St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/HRMTucker.html,919-831-6009,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,No,35.78531633,-78.63426544,,,721f657e-7a6c-4a4f-acb1-c75c2948cc7c,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.629085286516357,35.784477459906547,96,Vallie Henderson Park,,,"314 Linden Ave, Raleigh, NC","314 Linden Ave, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,No,35.78447038,-78.62908268,,,b1f69083-edcf-461f-8b9b-2c8567ad9aa0,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.672771042476583,35.833481579006822,97,Varnell Park,,,"2104 Varnell Ave, Raleigh, NC","2104 Varnell Ave, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,City of Raleigh,No,35.83347449,-78.67276842,,,5a8351dc-723e-4535-aae3-0be58522c651,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.578909919811068,35.761011787227169,98,Walnut Creek Softball Complex,Walnut Creek Softball Complex,,"1201 Sunnybrook Rd, Raleigh, NC","1201 Sunnybrook Rd, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-250-2725,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,No,35.76100471,-78.57890733,,,160fa098-3936-478f-9f36-94a278c528b6,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.665657502374302,35.869595947237187,99,Williams Park,,,"1525 Lynn Rd, Raleigh, NC","1525 Lynn Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/WilliamsPark.html,919-420-2329,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,City of Raleigh,No,35.86958885,-78.66565488,,,896130e6-57bb-459f-946a-c9736b908fb8,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,
-78.673822320997473,35.807330303117162,100,Windemere Beaver Dam Park,,,"1500 Nottingham Rd, Raleigh, NC","1500 Nottingham Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/WindemereBeaverDamPark.html,919-831-6640,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,City of Raleigh,No,35.80732322,-78.6738197,,,73677aa7-dbeb-40c1-bf90-cf6336b6c329,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.694758169517428,35.860403143539855,101,Wooten Meadows Park,,,"2801 West Millbrook Rd, Raleigh, NC","2801 West Millbrook Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundWootenMeadows.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,City of Raleigh,No,35.86039605,-78.69475554,,,ac2a88b2-7bd1-447c-b4b3-87528f6c5937,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.585819532423812,35.76291737684565,102,Worthdale Park,,,"1001 Cooper Rd, Raleigh, NC","1001 Cooper Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/WorthdaleMainPage.html,919-250-2730,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,City of Raleigh,Yes,35.7629103,-78.58581694,,,b0e39f9c-8ef7-4ea7-bb6e-62582d2f79ba,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.530866420338342,35.847674456636568,103,Buffaloe Road Canoe Launch,,,"4901 Elizabeth Dr, Raleigh, NC","4901 Elizabeth Dr, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6610,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,No,35.84766736,-78.53086384,,,96201605-e717-4164-9a37-c4bcd09a8e34,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.625015353335982,35.760614655242676,104,Walnut Creek Wetland Center,Walnut Creek Park,,"950 Peterson St, Raleigh, NC","950 Peterson St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/WalnutCreekWetlandCenter.html,919-831-1960,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,Yes,35.76060758,-78.62501275,,,33a12fe7-d5be-435f-b451-dbdf5aa81a9a,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.635622439795867,35.808391674661003,105,Five Points Center for Active Adults,,,"2000 Noble Rd, Raleigh, NC","2000 Noble Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/AdultFivePointsCenter.html,919-996-4730,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,No,35.80838459,-78.63561983,,,2e88de98-7475-4d4b-a1ce-4a87fa30549d,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,
-78.663091505881184,35.784336318640307,106,Pullen Arts Center,Pullen Park,,"105 Pullen Rd, Raleigh, NC","105 Pullen Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/PullenArtsCenter.html,919-996-6126,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,City of Raleigh,No,35.78432924,-78.66308889,,,f5310eff-3314-4e69-b13d-e5c8ae627b75,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.664471791102216,35.858775234191739,107,Sertoma Arts Center,,,"1400 W Millbrook Rd, Raleigh, NC","1400 W Millbrook Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SertomaArtsCenter.html,919-420-2329,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,City of Raleigh,Yes,35.85876814,-78.66446917,,,e674fede-a71c-4e40-aea1-dbe204774705,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.715892891808821,35.767351342897975,108,Lake Johnson Pool,,,"1416 Athens Dr, Raleigh, NC","1416 Athens Dr, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-233-2111,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,City of Raleigh,Yes,35.76734427,-78.71589026,,,abc78f4c-4f5b-400b-88ce-8db3f4262ec1,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.602438594496988,35.713963066334323,109,Creech Road Elementary School Park,,,"400 Creech Road, Garner NC, 27529","400 Creech Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=2,919-773-4442,No,Yes,No,No,No,No,No,No,Unknown,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Town of Garner,Yes,35.713956,-78.602436,,,19b2d192-7c4a-4196-875c-84c588a20306,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.604602592950911,35.669366056022866,110,Centennial Park,,,"1015 New Bethel Church Road, Garner NC, 27529","1015 New Bethel Church Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=1,919-773-4442,No,Yes,No,No,No,No,No,No,,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Town of Garner,Yes,35.669359,-78.6046,,,7c4e87ba-af38-4f48-924c-af502612a167,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.496203364097369,35.982091581477995,111,Ailey Young Park,,,"800 E Juniper Ave, Wake Forest, NC","800 E Juniper Ave, Wake Forest, NC",http://www.wakeforestnc.gov/ailey-young-park.aspx,919-435-9560,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Town of Wake Forest,Yes,35.981442,-78.492038,,,7506fb28-1001-4bba-bf08-8d0850c2252d,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-26T16:52:45.554Z,twfgis,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.49116257485322,35.992112129762234,112,J.B. Flaherty Park,,,"1226 N White St, Wake Forest, NC","1226 N White St, Wake Forest, NC",http://www.wakeforestnc.gov/residents-parksrecreation_facilities_flaherty.aspx,919-435-9560,No,Yes,No,No,No,Yes,No,Yes - Bank fishing only,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Town of Wake Forest,Yes,35.992105,-78.49116,,,3e4c879c-317d-498a-ab8b-35ef19da5ecb,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-26T16:44:52.982Z,twfgis,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.515215905028896,35.997484525826252,113,E. Carroll Joyner Park,,,"701 Harris Rd, Wake Forest, NC","701 Harris Rd, Wake Forest, NC",http://www.wakeforestnc.gov/joyner-park.aspx,919-435-9560,No,No,No,No,No,No,No,Yes Bank fishing only,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Town of Wake Forest,Yes,35.998519,-78.51487,,,260e3631-67ff-4f3f-a1ae-752b3c8e4ee6,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-26T17:05:43.855Z,twfgis,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.503853052529053,35.983230709692776,114,Taylor Street Park,,,"416 N Taylor St, Wake Forest, NC","416 N Taylor St, Wake Forest, NC",http://www.wakeforestnc.gov/residents-parksrecreation_facilities_taylor.aspx,919-435-9560,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Town of Wake Forest,Yes,35.982694,-78.504344,Park has a Sprayground,,6c6ffbcc-fe2d-46b6-b390-da25bc71a19b,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-26T16:57:56.621Z,twfgis,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.502052052258904,35.954718475718977,115,Smith Creek Soccer Center,,,"690 Heritage Lake Rd, Wake Forest, NC","690 Heritage Lake Rd, Wake Forest, NC",http://www.wakeforestnc.gov/smith-creek-soccer-center.aspx,919-435-9560,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Town of Wake Forest,No,35.955823,-78.501277,,,e741d90c-4ae1-4d88-9a25-12c9342e14eb,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-26T17:05:55.094Z,twfgis,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.509443680715933,35.969528037680163,116,Wake Forest - Kiwanis Park,,,"404 E Holding Ave, Wake Forest, NC","404 E Holding Ave, Wake Forest, NC",http://www.wakeforestnc.gov/kiwanis-park.aspx,919-435-9560,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Town of Wake Forest,No,35.970094,-78.509999,,,66b1167c-19a3-468f-8dcf-121e2c6c6767,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-26T17:04:19.264Z,twfgis,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.522494583847106,35.971823123838149,117,Tyler Run Park,,,"830 Pineview Dr, Wake Forest, NC","830 Pineview Dr, Wake Forest, NC",http://www.wakeforestnc.gov/tyler-run-park.aspx,919-435-9560,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Town of Wake Forest,No,35.971816,-78.522492,,,bd804769-862d-42e6-ad9d-3dd0faad55cf,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-26T17:00:24.038Z,twfgis,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.507252400442042,35.97515317257151,118,H.L. Miller Park,,,"401 Elm Ave, Wake Forest, NC","401 Elm Ave, Wake Forest, NC",http://www.wakeforestnc.gov/miller-park.aspx,919-435-9560,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Town of Wake Forest,No,35.97512,-78.507856,,,c86a1920-5fc7-43d2-960b-929c46afc646,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-26T17:03:17.491Z,twfgis,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.513538581739439,35.97766612583289,119,Holding Park,,,"133 W Owen Ave, Wake Forest, NC","133 W Owen Ave, Wake Forest, NC",http://www.wakeforestnc.gov/holding-park.aspx,919-435-9560,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Town of Wake Forest,No,35.977659,-78.513536,,,ce88f6cc-c575-488b-a6a1-0e0f82f245d4,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.548742591250218,35.969300122066905,120,Plummer Park,,,"965 Jones Wynd, Wake Forest, NC","965 Jones Wynd, Wake Forest, NC",http://www.wakeforestnc.gov/plummer-park.aspx,919-435-9560,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Town of Wake Forest,No,35.969293,-78.54874,,,f3405cc0-a262-4b12-af9f-4952df5000d9,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.50829371449089,35.938168702343965,121,Heritage High Park,,,"1140 Forestville Rd, Wake Forest, NC","1140 Forestville Rd, Wake Forest, NC",http://www.wakeforestnc.gov/heritage-high-park.aspx,919-435-9560,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Town of Wake Forest,Yes,35.937762,-78.507347,,,df63cb7f-aebd-40d8-a440-b6290d17653c,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-26T17:18:19.858Z,twfgis,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.812982202502923,35.761128596183454,122,Annie L. Jones Park,,,"1414 Tarbert Drive, Cary, NC","1414 Tarbert Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/annie-jones-park,,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Town of Cary,Yes,35.761226,-78.813001,,,ab3d95f0-a2d4-4ee7-a468-b8e20b2440e0,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,,,,
-78.790478552508603,35.802117905732331,123,Black Creek Greenway Trailhead,,,"2055 NW Maynard Road, Cary, NC","2055 NW Maynard Road, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/greenways/black-creek-greenway,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Town of Cary,No,35.801406,-78.791817,,,a605ca49-5b9d-4119-a2a1-fa3e5233cb1c,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T16:53:16.514Z,Pam.Simons_carync,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.781285158128611,35.782674257960579,124,Cary Arts Center,,,"316 N Academy Street, Cary, NC","316 N Academy Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Fac,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Town of Cary,No,35.789595,-78.78062,,,881b28c9-ae9a-4bce-b044-0966e757916c,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.766251647585463,35.771515072572377,125,Cary High School Softball Field,,,"638 Walnut Street, Cary, NC","638 Walnut Street, Cary, NC",http://games.townofcarync.gov/ballfields/displaystatus.php,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Town of Cary,No,35.771508,-78.766249,,,284e1f4a-6ccc-41eb-a78e-760bfd81d1db,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T14:44:02.423Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.862396914620049,35.803694388438863,127,Cary Tennis Park,,,"2727 Louis Stephens Drive, Cary, NC","2727 Louis Stephens Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/facilities/cary-tennis-park,919-462-2061,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Town of Cary,Yes,35.804949,-78.862641,,,63044229-fb60-4a2e-932e-5a2cbe154ae2,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T15:26:53.201Z,Pam.Simons_carync,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.844876670606382,35.772795070283564,128,Davis Drive Park,,,"1610 Davis Drive, Cary, NC","1610 Davis Drive, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Davis_Drive_Park.htm,,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Town of Cary,Yes,35.772788,-78.844874,,,7c27bcdb-b5aa-422f-89dd-e866737fc88c,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.851763115092922,35.778913969620213,129,Davis Drive School Fields,,,"2101 Davis Drive, Cary, NC","2101 Davis Drive, Cary, NC",http://games.townofcarync.gov/ballfields/displaystatus.php,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Town of Cary,No,35.778698,-78.851224,,,3004e0d6-7c20-4c1b-ad63-630f92ef02aa,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T14:44:04.159Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.790513654163036,35.777505072987353,130,Dorothy Park,,,"720 Griffis Street, Cary, NC","720 Griffis Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Dorothy_Park.htm,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Town of Cary,No,35.777498,-78.790511,,,a8fa6de4-0c0d-4972-92d1-d3017af560d9,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.825243160939763,35.781585839977964,131,Fred G. Bond Metro Park,,,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Town of Cary,Yes,35.790665,-78.833094,,,646d4f7d-32a9-4963-93b2-4a93daa5ad55,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.860095688405863,35.805038893460384,132,Green Hope Elementary Park,,,"2750 Louis Stephens Drive, Cary, NC","2750 Louis Stephens Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/green-hope-elementary-park,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Town of Cary,Yes,35.810583,-78.86314,Sand Volleyball Courts,,928fc0cc-1939-420f-b719-f3720bea1da0,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T20:09:38.105Z,ben.strauss1,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,
-78.86828363189403,35.806601719032216,133,Green Hope High School Fields,,,"2500 Carpenter Upchurch Road, Cary, NC","2500 Carpenter Upchurch Road, Cary, NC",http://games.townofcarync.gov/ballfields/displaystatus.php,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Town of Cary,No,35.80475,-78.866736,,,86800e29-23b7-4068-b96a-fc7bfddc3cef,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T15:19:25.935Z,Pam.Simons_carync,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
