OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
382,04092018047,J & S NEW YORK,2025 RENNAISANCE PARK PL ,,CARY,,27513,,2019-02-04T00:00:00.000Z,Restaurant,18171,-78.77209428,35.82791688,M
383,04092021193,Harris Teeter #112 Meat Market/Seafood,270 Grande Heights Dr ,,CARY,,27513,(919) 460-4326,2003-06-24T00:00:00.000Z,Food Stand,2971,-78.7805746,35.804703,M
384,04092110502,Cardinal Charter Academy,1020 St. Charles Place,,CARY,,27513,(919) 653-5000 ext. 1011,2014-08-18T00:00:00.000Z,Public School Lunchrooms,11805,-78.78075718,35.80125716,M
385,04092014769,Umstead Hotel & Spa Food Service,100 Woodland Pond ,,,,27513,(919) 447-4000,2007-01-12T00:00:00.000Z,Restaurant,14181,-78.76554053,35.82938634,M
386,04092021812,LOWES FOODS #162 DELI,6430 TRYON ROAD,,CARY,,27513,(919) 859-9335,2014-09-25T00:00:00.000Z,Food Stand,6245,-78.7615544,35.74559939,M
387,04092014826,Jimmy John`s #791,1904-103 NW Maynard RD ,,,,27513,(919) 462-6252,2007-03-12T00:00:00.000Z,Restaurant,10886,-78.79592213,35.79878903,M
388,04092021700,JET'S PIZZA,1253 NW MAYNARD RD ,,CARY,,27513,(919) 469-4949,2012-01-25T00:00:00.000Z,Food Stand,10856,-78.81241463,35.78438636,M
389,04092013819,Cafe Carolina & Bakery,137 Weston Pky,,CARY,,27513,(919) 678-8855,2003-06-23T00:00:00.000Z,Restaurant,6190,-78.77115656,35.82699882,M
390,04092018135,CHAR-GRILL CARY,3635 SW CARY PKY ,,CARY,,27513,(919) 461-7112,2019-07-11T00:00:00.000Z,Restaurant,12961,-78.8379919,35.78179256,M
391,04092021929,CIRCLE  K #3488,1032 N HARRISON  AVE ,,CARY,,27513,(919) 468-9848,2016-02-26T00:00:00.000Z,Food Stand,17530,-78.7823636,35.80445646,M
392,04092017287,HARRIS TEETER #112 STARBUCKS,270 GRANDE HEIGHTS DR ,,CARY,,27513,(919) 460-4326,2016-08-15T00:00:00.000Z,Restaurant,18372,-78.7805746,35.804703,M
393,04092013232,Nakato Express,1262 NW Maynard Rd ,,,,27513,(919) 463-7677,2000-11-08T00:00:00.000Z,Restaurant,3131,-78.80987267,35.78462497,M
394,04092016332,ASIAN GARDEN,242 GRANDE HEIGHTS DR ,,CARY,,27513,(919) 462-8598,2012-12-27T00:00:00.000Z,Restaurant,6128,-78.7805746,35.804703,M
395,04092017794,Bottles & Cans,9954 Chapel Hill RD ,,,,27513,(919) 907-0852,2018-01-31T00:00:00.000Z,Restaurant,21006,0,0,U
396,04092021836,FOOD LION #727 DELI,900 NE MAYNARD RD ,,CARY,,27513,(919) 460-6274,2015-02-27T00:00:00.000Z,Food Stand,14166,-78.76838489,35.80043169,M
397,04092017054,METLIFE 1 JUICE BAR,101 METLIFE WAY ,,CARY,,27513,(919) 907-5617,2015-10-13T00:00:00.000Z,Restaurant,12786,-78.79975563,35.83005175,M
398,04092017130,SHUCKIN SHACK CARY,4214 NW CARY PKY ,,CARY,,27513,(919) 377-2283,2016-01-05T00:00:00.000Z,Restaurant,10697,-78.82705749,35.79085045,M
399,04092021609,HAWKSNEST GRILL,201 SOCCER PARK  DR ,,CARY,,27513,(919) 621-2168,2010-03-19T00:00:00.000Z,Food Stand,20988,-78.75430206,35.78579776,M
400,04092018137,NYC Bagels,263 GRANDE HEIGHTS DR,,CARY,,27513,,2019-07-15T00:00:00.000Z,Restaurant,18671,-78.7805746,35.804703,M
401,04092017540,GREAT HARVEST BREAD CO.,1240 NW MAYNARD RD ,,CARY,,27513,(919) 460-8158,2017-02-25T00:00:00.000Z,Restaurant,7671,-78.80932512,35.7848684,M
402,04092013915,Bonefish Grill,2060 Renaissance Park Pl,,CARY,,27513,(919) 677-1347,2003-10-22T00:00:00.000Z,Restaurant,1781,-78.77115656,35.82699882,M
403,04092017468,AROMA KOREA,160 NE MAYNARD  RD ,STE 114,CARY,,27513,(919) 650-2696,2016-12-07T00:00:00.000Z,Restaurant,10589,-78.78042873,35.80237018,M
404,04092018143,Verizon Cary Marketplace,7000 WESTON PKWY,,CARY,,27513,(919) 377-5214,2019-07-26T00:00:00.000Z,Restaurant,18512,-78.79195115,35.83093189,M
405,04092017214,HIMALAYAN RANGE,910 NE MAYNARD RD ,,CARY,,27513,(919) 378-9886,2016-04-13T00:00:00.000Z,Restaurant,10536,-78.76838489,35.80043169,M
406,04092016961,TOWNPLACE SUITES CARY/WESTON PKWY.,120 SAGE COMMONS WAY ,,CARY,,27513,(919) 678-0005,2015-06-24T00:00:00.000Z,Restaurant,11539,-78.80567494,35.82777675,M
407,04092015231,Brueggers Bagel #3771,4212 NW CARY PKY ,,CARY,,27513,(919) 463-5563,2008-09-30T00:00:00.000Z,Restaurant,14463,-78.82705749,35.79085045,M
408,04092021913,FOOD LION #727 PRODUCE,900 NE MAYNARD RD ,,CARY,,27513,(919) 460-6274,2015-11-18T00:00:00.000Z,Food Stand,12852,-78.76838489,35.80043169,M
409,04092016886,METLIFE CARY CAFE,201 METLIFE WAY ,,CARY,,27513,(919) 538-7017,2015-02-23T00:00:00.000Z,Restaurant,17931,-78.79975563,35.83005175,M
410,04092011426,"Atrium Cafe, The","500 SAS Campus Dr,  Bldg R ",Building R,CARY,,27513,(919) 531-9380,1994-01-28T00:00:00.000Z,Restaurant,7719,-78.75797326,35.82399374,M
411,04092013116,Overlook Cafe,"701 SAS Campus Dr, Bldg T",,CARY,,27513,(919) 531-4827,2000-03-07T00:00:00.000Z,Restaurant,12815,-78.75221645,35.82331228,M
412,04092016800,PUBLIX #1466 DELI,1020 BRADFORD PLAZA WAY,,CARY,,27513,(919) 460-2082,2014-10-28T00:00:00.000Z,Restaurant,18502,-78.84558396,35.79325638,M
413,04092017513,NICE BOWLS ASIAN CUISINE,4224 NW CARY PKY ,,CARY,,27513,(919) 377-2307,2017-02-09T00:00:00.000Z,Restaurant,14593,-78.82751464,35.79057556,M
414,04092018022,ALEX & TERESA'S PIZZA & TRATTORIA,941 N HARRISON AVE ,,CARY,,27513,(919) 377-0742,2018-12-27T00:00:00.000Z,Restaurant,16685,-78.78451708,35.80143518,M
415,04092017151,ARBY'S #6554,1031 HARRISON AVE ,,,,27513,(919) 469-1887,2016-02-22T00:00:00.000Z,Restaurant,14631,-78.78300948,35.80411588,M
416,04092016212,ABBEY ROAD TAVERN & GRILL,1195 W CHATHAM ST ,,CARY,,27513,(919) 481-4434,2012-07-16T00:00:00.000Z,Restaurant,14641,-78.80690314,35.77079471,M
417,04092018043,Terrace Cafe SAS Building A,920 SAS Campus DR ,,CARY,,27513,,2019-01-25T00:00:00.000Z,Restaurant,18866,-78.7476237,35.81616993,M
418,04092016722,Lucky Chicken II,1851 N. Harrison Avenue,,,,27513,(919) 678-3153,2014-07-08T00:00:00.000Z,Restaurant,16660,-78.76773947,35.83015295,M
419,04092013909,PIZZA HUT #9106,920 NE Maynard RD ,,CARY,,27513,(919) 469-9991,2003-10-08T00:00:00.000Z,Restaurant,3594,-78.76838489,35.80043169,M
420,04092015284,FIREHOUSE SUBS #122,260 GRANDE HEIGHTS DR ,,CARY,,27513,(919) 468-1822,2008-11-06T00:00:00.000Z,Restaurant,14710,-78.7805746,35.804703,M
421,04092015114,Subway #3262,1813 N Harrison AVE ,,,,27513,(919) 678-1191,2008-04-23T00:00:00.000Z,Restaurant,5446,-78.76837941,35.82980559,M
422,04092021811,LOWES FOODS #162 PRODUCE,6430 TRYON ROAD,,CARY,,27513,(919) 859-9335,2014-09-25T00:00:00.000Z,Food Stand,14824,-78.7615544,35.74559939,M
423,04092014667,Tangerine Cafe,2422 SW CaryPKWY,,,,27513,(919) 468-8688,2006-08-21T00:00:00.000Z,Restaurant,12198,0,0,U
424,04092016857,BREW N QUE,1222 NW MAYNARD ROAD,,CARY,,27513,(919) 601-2430,2015-01-16T00:00:00.000Z,Restaurant,16623,-78.80932512,35.7848684,M
425,04092017868,Terra Bonum Salad Cafe,821 BASS PRO LN ,,CARY,,27513,(919) 234-6007,2018-06-27T00:00:00.000Z,Restaurant,14516,-78.77007317,35.83116175,M
426,04092016426,JERSEY MIKES 3133,2055 RENAISSANCE PARK  PL ,,CARY,,27513,(919) 650-3595,2013-05-14T00:00:00.000Z,Restaurant,8234,-78.77209428,35.82791688,M
427,04092016600,LUGANO RISTORANTE,1060 DARRINGTON DR ,,CARY,,27513,(919) 468-7229,2014-01-21T00:00:00.000Z,Restaurant,14858,-78.81615412,35.79989381,M
428,04092017490,Jasmin & Olivz Mediterranean,9934 CHAPEL HILL RD ,,,,27513,(919) 234-6900,2016-12-19T00:00:00.000Z,Restaurant,8337,0,0,U
429,04092017800,Everest Nepali Kitchen,212 Grande Heights DR ,,CARY,,27513,,2018-02-22T00:00:00.000Z,Restaurant,16451,-78.7805746,35.804703,M
430,04092013505,Subway,2444 Old Apex Rd,,,,27513,(919) 467-3898,2002-01-25T00:00:00.000Z,Restaurant,1252,0,0,U
431,04092014366,St. Michael the Arch Angel Catholic Church,808 High House RD ,,,,27513,(919) 468-6100,2005-08-16T00:00:00.000Z,Restaurant,13352,-78.82211368,35.78588729,M
432,04092015519,GOLDEN CHINA CHINESE RESTAURANT,2432 SW CARY PKY ,,CARY,,27513,(919) 380-7891,2009-11-24T00:00:00.000Z,Restaurant,11295,-78.82085718,35.76363975,M
433,04092025161,Golden Hex Foods,1246 NW Maynard RD ,,CARY,,27513,(919) 946-2649,2018-02-13T00:00:00.000Z,Food Stand,16293,-78.80932512,35.7848684,M
434,04092014790,Starbucks #10158,1904-101 NW Maynard RD ,,,,27513,(919) 481-9124,2007-02-02T00:00:00.000Z,Restaurant,16271,-78.79592213,35.79878903,M
435,04092016006,MELLOW MUSHROOM,4300 NW CARY PKY ,,CARY,,27513,(919) 463-7779,2011-09-22T00:00:00.000Z,Restaurant,20371,-78.82814575,35.79020586,M
436,04092021414,Fresh Market #8 Deli,3655 Cary PKWY ,,,,27513,(919) 481-2865,2006-10-31T00:00:00.000Z,Food Stand,8472,-78.83706808,35.78166021,T
437,04092014553,KFC/Taco Bell #J120104,1011 N Harrison AVE,,CARY,,27513,(919) 467-6318,2006-04-21T00:00:00.000Z,Restaurant,11246,-78.78357999,35.80351274,M
438,04092013835,Starbucks Coffee,125 Weston Pky,,CARY,,27513,(919) 677-6104,2003-07-10T00:00:00.000Z,Restaurant,20330,-78.77115656,35.82699882,M
439,04092013453,Goji Bistro,100 Maynard Crossing Ct,,CARY,,27513,(919) 466-8888,2001-12-03T00:00:00.000Z,Restaurant,8634,-78.81059568,35.78672957,M
440,04092160070,SUNRISE OF CARY FOODSERVICE,1206 W CHATHAM ST ,,CARY,,27513,(919) 462-9147,2009-04-16T00:00:00.000Z,Institutional Food Service,5658,-78.80900162,35.77159353,M
441,04092014126,Ruth's Chris Steakhouse,2010 Rennaisance Park PL ,,CARY,,27513,(919) 677-0033,2004-08-17T00:00:00.000Z,Restaurant,983,-78.77115656,35.82699882,M
442,04092021749,WALMART NEIGHBORHOOD MARKET #2414,973 N HARRISON AVE ,,CARY,,27513,(919) 337-9780,2013-07-12T00:00:00.000Z,Food Stand,15106,-78.78451708,35.80143518,M
443,04092021190,Harris Teeter #112 Deli,270 Grande Heights Dr ,,CARY,,27513,(919) 460-4326,2003-06-23T00:00:00.000Z,Food Stand,970,-78.7805746,35.804703,M
444,04092015995,THE BIG EASY,231 GRANDE HEIGHTS DR ,,CARY,,27513,(919) 468-6007,2011-11-07T00:00:00.000Z,Restaurant,11889,-78.7805746,35.804703,M
445,04092014852,Umstead Hotel & Spa Pool Bar,100 Woodland Pond DR ,,CARY,,27513,(919) 447-4190,2007-04-26T00:00:00.000Z,Restaurant,15128,-78.76458306,35.82989526,M
446,04092016662,HUNGRY HOWIES PIZZA,1904 NW MAYNARD RD ,UNIT 102,CARY,,27513,(919) 234-1380,2014-04-01T00:00:00.000Z,Restaurant,15971,-78.79490368,35.79887622,M
447,04092016583,THE CORNER TAVERN & GRILL,1301 NW MAYNARD  RD ,,CARY,,27513,(919) 460-0088,2013-12-19T00:00:00.000Z,Restaurant,8712,-78.81098892,35.78581105,M
448,04092110100,Weatherstone Elem. Sch. Cafeteria,1000 Olde Weatherstone Way ,,CARY,,27513,(919) 380-6985,1995-09-05T00:00:00.000Z,Public School Lunchrooms,13578,-78.81014089,35.7924439,M
449,04092015913,SAS BUILDING C CAFE,820 SAS CAMPUS DR ,,CARY,,27513,(919) 531-8651,2011-03-16T00:00:00.000Z,Restaurant,16801,-78.75122071,35.81750425,M
450,04092017746,Burger Fi,2052 RENAISSANCE PARK PL ,,CARY,,27513,(919) 659-8700,2017-11-29T00:00:00.000Z,Restaurant,8804,-78.77115656,35.82699882,M
451,04092030362,Buff-O-Lina (WCID #635),717 Madison AVE ,,CARY,,27513,(919) 649-7765,2018-05-11T00:00:00.000Z,Mobile Food Units,8842,-78.79755066,35.78973319,M
452,04092017309,BOTTLEDOG BITES & BREWS,8306 CHAPEL HILL  RD ,,CARY,,27513,(919) 694-5377,2016-09-08T00:00:00.000Z,Restaurant,6853,-78.77617181,35.79224815,M
453,04092017640,NEW CHINA,949 N HARRISON AVE ,,CARY,,27513,(919) 380-9328,2017-07-11T00:00:00.000Z,Restaurant,9674,-78.78451708,35.80143518,M
454,04092016480,PDQ SEARSTONE ,9025 WINSTON HILL DR ,,CARY,,27513,(919) 380-0060,2013-08-05T00:00:00.000Z,Restaurant,9668,-78.84585761,35.79134911,M
455,04092017752,Der Biergarten Cary,1080 DARRINGTON DR ,,CARY,,27513,(919) 459-5874,2017-12-06T00:00:00.000Z,Restaurant,18254,-78.8167861,35.80030045,M
456,04092021773,PAPA MURPHY'S NC #001,3639 SW CARY PKY ,,CARY,,27513,(919) 462-6364,2013-12-19T00:00:00.000Z,Food Stand,11064,-78.8379919,35.78179256,M
457,04092017527,JORDAN LAKE BREWING COMPANY,320 E DURHAM RD ,,CARY,,27513,(919) 694-5096,2017-02-17T00:00:00.000Z,Restaurant,9661,-78.77636347,35.79000626,M
458,04092015862,NO. 1 CHINESE RESTAURANT,3667 SW CARY  PKY ,,CARY,,27513,(919) 461-7008,2011-01-04T00:00:00.000Z,Restaurant,11460,-78.8379919,35.78179256,M
459,04092017517,GUASACA AREPA & SALSA GRILL,9918 CHAPEL HILL RD ,SUITE 103,,,27513,(919) 377-8223,2017-01-31T00:00:00.000Z,Restaurant,8899,0,0,U
460,04092040285,BACKYARD BISTRO PUSHCART (WCID #444),201 SOCCER PARK  DR ,WAKEFIELD SOCCER PARK,CARY,,27513,(919) 621-2168,2013-02-04T00:00:00.000Z,Pushcarts,19477,-78.75430206,35.78579776,M
461,04092017544,FIRST WATCH BRADFORD,1325 BRADFORD VIEW DR ,,CARY,,27513,(919) 655-8005,2017-03-06T00:00:00.000Z,Restaurant,9589,-78.84569222,35.79251025,M
462,04092013840,Moe`s Southwest Grill,127 Weston PKY ,,CARY,,27513,(919) 678-8444,2003-07-02T00:00:00.000Z,Restaurant,13727,-78.77115656,35.82699882,M
463,04092016839,TAKE 5 CAFE,4025 CENTREGREEN WAY,,CARY,,27513,(919) 677-8152,2014-12-31T00:00:00.000Z,Restaurant,11009,-78.79483963,35.82641623,M
464,04092017138,CIRCLE K/SUBWAY #2724280 ,4402 TEN TEN RD ,,,,27513,(919) 363-7650,2016-02-25T00:00:00.000Z,Restaurant,15288,0,0,U
465,04092021701,PAPA JOHN'S,5007 WINSTON HILL DR ,,CARY,,27513,(919) 380-7272,2012-02-16T00:00:00.000Z,Food Stand,9551,-78.84641118,35.79047558,M
466,04092017528,Kathmandu Kitchen,1275 NW MAYNARD RD ,,CARY,,27513,,2017-03-01T00:00:00.000Z,Restaurant,19481,-78.81098892,35.78581105,M
467,04092017063,OISO SUSHI & KOREAN,1305 NW MAYNARD RD ,,CARY,,27513,(919) 665-7587,2015-10-21T00:00:00.000Z,Restaurant,9505,-78.81098892,35.78581105,M
468,04092021819,PUBLIX #1466 PRODUCE,1020 BRADFORD PLAZA WAY,,CARY,,27513,(919) 460-2082,2014-10-28T00:00:00.000Z,Food Stand,6778,-78.84558396,35.79325638,M
469,04092017451,DAME'S CHICKEN & WAFFLES,823 BASS PRO LN ,,CARY,,27513,(919) 234-0822,2016-10-14T00:00:00.000Z,Restaurant,8912,-78.77007317,35.83116175,M
470,04092110132,Reedy Creek Middle Sch. Cafeteria,930 Reedy Creek Rd ,,CARY,,27513,(919) 460-3516,2002-07-26T00:00:00.000Z,Public School Lunchrooms,440,-78.76818371,35.81273351,M
471,04092040350,BACKYARD BISTRO PUC #2 (WCID # 556),201 SOCCER PARK DR ,,CARY,,27513,(919) 851-6203,2017-06-28T00:00:00.000Z,Pushcarts,15708,-78.75430206,35.78579776,M
472,04092017628,KUNG FU TEA,966 HIGH HOUSE RD ,,CARY,,27513,(919) 650-1522,2017-06-06T00:00:00.000Z,Restaurant,10990,-78.8269145,35.78841708,M
473,04092016666,TROPICAL SMOOTHIE 020 NC,817 BASS PRO LN ,,CARY,,27513,(919) 378-9333,2014-04-11T00:00:00.000Z,Restaurant,9005,-78.77007317,35.83116175,M
474,04092015861,LUCKY 7,906 NE MAYNARD RD ,,CARY,,27513,(919) 380-7550,2011-01-10T00:00:00.000Z,Restaurant,19911,-78.76838489,35.80043169,M
475,04092016887,COFFEE & (METLIFE 2),201 METLIFE WAY,,CARY,,27513,(919) 538-7017,2015-02-23T00:00:00.000Z,Restaurant,10978,-78.79975563,35.83005175,M
476,04092017781,RALLYPOINT SPORT GRILL,837 BASS PRO LN ,,CARY,,27513,(919) 678-1088,2018-01-29T00:00:00.000Z,Restaurant,10963,-78.77007317,35.83116175,M
477,04092021196,Harris Teeter #112 Produce,270 Grande Heights Dr ,,CARY,,27513,(919) 460-4326,2003-06-24T00:00:00.000Z,Food Stand,5531,-78.7805746,35.804703,M
478,04092160062,Phoenix Assisted Care LLC Kitchen,201 Westhigh ST ,,CARY,,27513,(919) 460-8644,2007-08-15T00:00:00.000Z,Institutional Food Service,9068,-78.83222695,35.76549587,M
479,04092015549,BRAVO`S MEXICAN GRILL,208 GRANDE HEIGHTS DR ,,CARY,,27513,(919) 481-3811,2009-12-31T00:00:00.000Z,Restaurant,9217,-78.7805746,35.804703,M
480,04092021818,PUBLIX #1466 SEAFOOD,1020 BRADFORD PLAZA WAY,,CARY,,27513,(919) 460-2082,2014-10-28T00:00:00.000Z,Food Stand,19845,-78.84558396,35.79325638,M
481,04092021980,KANGAROO EXPRESS #2720816,1807 N HARRISON AVE ,,CARY,,27513,(919) 677-1808,2016-09-30T00:00:00.000Z,Food Stand,13901,-78.76848558,35.83028196,M
482,04092018074,PIZZERIA VERITAS,1260 NW Maynard RD ,,CARY,,27513,(919) 319-3232,2019-03-19T00:00:00.000Z,Restaurant,18233,-78.80932512,35.7848684,M
483,04092014673,Bosphorus Restaurant,329 N Harrison AVE ,,CARY,,27513,(919) 460-1300,2006-09-06T00:00:00.000Z,Restaurant,18658,-78.78374109,35.78994545,M
484,04092021924,FOOD LION #624 PRODUCE,2458 SW CARY PKY ,,CARY,,27513,(919) 481-0052,2015-12-09T00:00:00.000Z,Food Stand,21392,-78.82085718,35.76363975,M
485,04092018076,Jersey Mike's #3005,957 High House RD ,,CARY,,27513,(919) 461-0660,2019-03-20T00:00:00.000Z,Restaurant,21319,-78.82820605,35.78725248,M
486,04092017202,NOODLE BLVD.,919 N HARRISON AVE ,,CARY,,27513,(919) 678-1199,2016-04-11T00:00:00.000Z,Restaurant,19763,-78.78340203,35.80068085,M
487,04092015842,YUM YUM THAI CUISINE,1861 N HARRISON AVE ,,,,27513,(919) 677-1166,2010-12-17T00:00:00.000Z,Restaurant,18227,-78.7675584,35.83023022,M
488,04092013423,John Deere Cafe,2000 EVANS RD,,CARY,,27513-2008,(919) 804-2509,2001-10-03T00:00:00.000Z,Restaurant,6089,-78.80087083,35.82273916,M
489,04092017338,BURGER KING #9362,1711 N HARRISON AVE ,,CARY,,27513-2406,(919) 677-8895,2016-10-12T00:00:00.000Z,Restaurant,8229,-78.77022313,35.82886051,M
490,04092011048,NY Pizza,1831 N HARRISON AVE ,,,,27513-2408,(919) 677-8484,1992-05-01T00:00:00.000Z,Restaurant,109,-78.7680818,35.82997763,M
491,04092010551,Skylight Cafe,200 SAS CAMPUS DR,,CARY,,27513-2414,(919) 531-7898,1991-03-19T00:00:00.000Z,Restaurant,9566,-78.76370518,35.82654778,M
492,04092110116,Reedy Creek Elem. Cafeteria,940 REEDY CREEK RD ,,CARY,,27513-3046,(919) 380-3660,1999-08-04T00:00:00.000Z,Public School Lunchrooms,16895,-78.76818371,35.81273351,M
493,04092110106,West Cary Middle Sch.Cafeteria,1000 EVANS RD ,,CARY,,27513-3111,(919) 460-3539,1996-08-23T00:00:00.000Z,Public School Lunchrooms,10195,-78.79252834,35.80255288,M
494,04092021805,Lowes Foods #190 Deli,930 HIGH HOUSE RD,,CARY,,27513-3574,(919) 467-4441,2014-07-03T00:00:00.000Z,Food Stand,18482,-78.8269145,35.78841708,M
495,04092021853,"LOWES FOODS #190 SEAFOOD, MEAT, & SAUSAGE",930 HIGH HOUSE RD,,CARY,,27513-3574,(919) 467-4441,2015-06-08T00:00:00.000Z,Food Stand,5578,-78.8269145,35.78841708,M
496,04092110001,Northwoods Elementary Cafeteria,8850 CHAPEL HILL RD ,,CARY,,27513-3741,(919) 460-3498,1991-09-16T00:00:00.000Z,Public School Lunchrooms,10245,-78.7896079,35.79556729,M
497,04092017941,MCDONALDS #11523,1805 N HARRISON AVE ,,CARY,,27513-3902,(919) 677-1424,2018-09-28T00:00:00.000Z,Restaurant,16640,-78.76916111,35.82979304,M
498,04092018134,SUBWAY #2046,921 N HARRISON AVE ,,CARY,,27513-3904,(919) 467-2424,2019-07-10T00:00:00.000Z,Restaurant,18510,-78.78340203,35.80068085,M
499,04092012037,Woody`s Sports Tavern & Grill,8322 CHAPEL HILL RD,,CARY,,27513-4051,(919) 380-7737,1997-03-24T00:00:00.000Z,Restaurant,662,-78.77617181,35.79224815,M
500,04092013590,Maximillian`s Grille And Wine Bar,8314 CHAPEL HILL RD ,,CARY,,27513-4051,(919) 465-2455,2002-04-29T00:00:00.000Z,Restaurant,1644,-78.77617181,35.79224815,M
501,04092300173,Food Lion #727 Meat Market ,900 NE MAYNARD RD ,,CARY,,27513-4163,(919) 460-6274,2002-06-18T00:00:00.000Z,Meat Market,896,-78.76838489,35.80043169,M
502,04092020019,C Mini Mart,8015 CHAPEL HILL RD,,CARY,,27513-4168,(919) 469-3734,1991-05-06T00:00:00.000Z,Food Stand,2585,-78.76859401,35.7932882,M
503,04092013561,Cruizers #19,1205 NE MAYNARD RD,,CARY,,27513-4175,(919) 466-0308,2002-04-17T00:00:00.000Z,Restaurant,19744,-78.76291117,35.79469038,M
504,04092011937,Roma`s Italian,203 N HARRISON AVE ,,CARY,,27513-4558,(919) 468-1111,1996-10-04T00:00:00.000Z,Restaurant,5691,-78.78390114,35.78817166,M
505,04092010775,Upper Deck,329 N HARRISON AVE,,CARY,,27513-4560,(919) 460-1786,1991-05-06T00:00:00.000Z,Restaurant,2181,-78.78374109,35.78994545,M
506,04092030431,Green Bubbles (WCID #717),1195 W CHATHAM ST,,CARY,,27513-5257,(919) 525-0585,2019-07-29T00:00:00.000Z,Mobile Food Units,12607,-78.80690314,35.77079471,M
507,04092021013,Food Lion #624 Deli ,2458 SW CARY PKY ,,CARY,,27513-5318,(919) 481-1822,2000-07-01T00:00:00.000Z,Food Stand,4052,-78.82085718,35.76363975,M
508,04092300179,Food Lion #624 Meat Market ,2458 SW CARY PKY ,,CARY,,27513-5318,(919) 481-1822,2000-07-01T00:00:00.000Z,Meat Market,3098,-78.82085718,35.76363975,M
509,04092017039,BISTRO IN THE PARK,201 HARRISON OAKS BLVD,,CARY,,27513-5544,(919) 677-1840,2015-11-12T00:00:00.000Z,Restaurant,18794,-78.77138943,35.83301258,M
510,04092050015,Cary Academy Cafeteria,1500 N HARRISON AVE ,,CARY,,27513-5549,(919) 228-4696,1997-09-15T00:00:00.000Z,Private School Lunchrooms,566,-78.76821342,35.81996762,M
511,04092016186,BACK 9 PUB,4220 NW CARY PKY ,,CARY,,27513-8411,(919) 462-3550,2012-05-25T00:00:00.000Z,Restaurant,15044,-78.82705749,35.79085045,M
512,04092013020,La Farm Bakery,4248 NW CARY PKY ,,CARY,,27513-8478,(919) 465-2349,1999-10-13T00:00:00.000Z,Restaurant,1408,-78.82751464,35.79057556,M
513,04092017291,WENDY'S 6305,1213 NW MAYNARD RD ,,CARY,,27513-8720,(919) 468-0925,2016-08-16T00:00:00.000Z,Restaurant,18519,-78.81068148,35.78456335,M
514,04092011988,Brigs At The Crossing Restaurant,1225 NW MAYNARD RD ,,CARY,,27513-8720,(919) 841-9300,1996-12-31T00:00:00.000Z,Restaurant,726,-78.81241463,35.78438636,M
515,04092016492,ORIENT GARDEN RESTAURANT,1233 NW MAYNARD RD ,,CARY,,27513-8720,(919) 380-1323,2013-09-06T00:00:00.000Z,Restaurant,10603,-78.81241463,35.78438636,M
516,04092050019,Chesterbrook Academy Foodservice,130 TOWNE VILLAGE DR ,,CARY,,27513-8908,(919) 319-9622,2000-08-16T00:00:00.000Z,Private School Lunchrooms,1852,-78.83865108,35.78326671,M
517,04092016337,THE CARY PUB,6454  TRYON  RD ,,CARY,,27518,(919) 859-1070,2013-01-18T00:00:00.000Z,Restaurant,19359,-78.7615544,35.74559939,M
518,04092015654,Craft Public House,1040 TRYON VILLAGE DR ,STE 601,CARY,,27518,(919) 851-9173,2010-05-04T00:00:00.000Z,Restaurant,13918,-78.74469033,35.7463126,M
519,04092015349,GENKI RESTAURANT & SUSHI BAR,3420 TEN TEN RD ,Suit 314,CARY,,27518,(919) 363-6636,2009-03-04T00:00:00.000Z,Restaurant,5224,-78.79278417,35.70189107,M
520,04092018094,CHICK-FIL-A #1218,411 COLONADES WAY ,,CARY,,27518,(919) 816-8222,2019-05-01T00:00:00.000Z,Restaurant,18905,-78.77696357,35.7406098,M
521,04092016912,Cappolla's Pizza & Grill,2462 Walnut ST ,,CARY,,27518,(919) 854-7777,2015-04-30T00:00:00.000Z,Restaurant,18753,-78.74427315,35.75323584,M
522,04092015653,BRIGS AT TRYON VILLAGE ,1040 TRYON VILLAGE DR ,STE 604,CARY,,27518,(919) 859-2151,2010-05-04T00:00:00.000Z,Restaurant,6124,-78.74469033,35.7463126,M
523,04092011649,DANNY'S BARBEQUE,311 ASHVILLE AVE ,,CARY,,27518,(919) 851-5541,1995-03-01T00:00:00.000Z,Restaurant,6546,-78.78493778,35.73790672,M
524,04092015641,CHEF`S PALETTE,3460 TEN TEN RD ,,CARY,,27518,(919) 267-6011,2010-06-02T00:00:00.000Z,Restaurant,6621,-78.79278417,35.70189107,M
525,04092014976,Bruegger`s Bagel Bakery #0701,8204-113 Tryon Woods DR ,,,,27518,(919) 851-0906,2007-10-17T00:00:00.000Z,Restaurant,15003,-78.74169613,35.74700826,M
526,04092017320,BJ'S RESTAURANT,5707 DILLARD DR ,,CARY,,27518,(919) 710-8170,2016-09-12T00:00:00.000Z,Restaurant,6855,-78.74369156,35.75540712,M
527,04092016856,Pizza Hut #9214,2026 KILDAIRE FARM ROAD,,CARY,,27518,(919) 851-7777,2015-01-23T00:00:00.000Z,Restaurant,6861,-78.78068706,35.73567462,M
528,04092021508,Harris Teeter #330 Deli,1151  Tryon Village DR ,,CARY,,27518,(919) 233-3476,2008-02-21T00:00:00.000Z,Food Stand,13806,-78.74322582,35.74716614,M
